No errors
No warnings
263 ms
data source=metars
4811 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
KSPR 061515Z AUTO 20005KT 10SM CLR 23/08 A3004 RMK A01,KSPR,2017-05-06T15:15:00Z,28.6,-91.2,23.0,8.0,200,5,,10.0,30.041338,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,31.0
KSOA 061515Z AUTO 18013G19KT 10SM CLR 24/05 A3007 RMK AO2,KSOA,2017-05-06T15:15:00Z,30.58,-100.65,24.0,5.0,180,13,19,10.0,30.070866,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,652.0
KSNL 061515Z AUTO 23008KT 10SM CLR 21/09 A3001 RMK AO2 T02100088,KSNL,2017-05-06T15:15:00Z,35.35,-96.95,21.0,8.8,230,8,,10.0,30.008858,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,327.0
KSNH 061515Z AUTO 26007KT 10SM CLR 20/09 A2984 RMK A01,KSNH,2017-05-06T15:15:00Z,35.17,-88.22,20.0,9.0,260,7,,10.0,29.840551,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,144.0
KSLR 061515Z AUTO 21006KT 10SM CLR 22/09 A3005 RMK AO2 T02190091,KSLR,2017-05-06T15:15:00Z,33.17,-95.62,21.9,9.1,210,6,,10.0,30.050198,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,149.0
KSJS 061515Z AUTO 30004KT 10SM SCT023 SCT032 OVC049 11/05 A2971 RMK AO2 T01050052,KSJS,2017-05-06T15:15:00Z,37.75,-82.63,10.5,5.2,300,4,,10.0,29.71063,,,TRUE,TRUE,,,,,,,SCT,2300,SCT,3200,OVC,4900,,,VFR,,,,,,,,,,,,METAR,372.0
KSFY 061515Z AUTO 36008KT 340V040 10SM SCT033 SCT042 15/06 A2988 RMK AO2 T01460064,KSFY,2017-05-06T15:15:00Z,42.05,-90.12,14.6,6.4,360,8,,10.0,29.878937,,,TRUE,TRUE,,,,,,,SCT,3300,SCT,4200,,,,,VFR,,,,,,,,,,,,METAR,188.0
KSFQ 061515Z AUTO 24009G18KT 10SM OVC027 16/11 A2952 RMK AO2 T01610108,KSFQ,2017-05-06T15:15:00Z,36.68,-76.6,16.1,10.8,240,9,18,10.0,29.518702,,,TRUE,TRUE,,,,,,,OVC,2700,,,,,,,MVFR,,,,,,,,,,,,METAR,22.0
KSEF 061515Z AUTO 32014G20KT 10SM CLR 24/07 A2996 RMK AO2 T02370066,KSEF,2017-05-06T15:15:00Z,,,23.7,6.6,320,14,20,10.0,29.958662,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,
KSCF 061515Z AUTO 00000KT 10SM CLR 23/10 A3006 RMK A01,KSCF,2017-05-06T15:15:00Z,29.12,-91.87,23.0,10.0,0,0,,10.0,30.059055,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,8.0
KSAA 061515Z AUTO 14014KT 10SM CLR 20/M02 A3004 RMK AO2,KSAA,2017-05-06T15:15:00Z,41.45,-106.83,20.0,-2.0,140,14,,10.0,30.041338,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2138.0
KS39 061515Z AUTO 33012KT 10SM BKN070 BKN110 05/M02 A3002 RMK AO2,KS39,2017-05-06T15:15:00Z,44.28,-120.9,5.0,-2.0,330,12,,10.0,30.02067,,,TRUE,TRUE,,,,,,,BKN,7000,BKN,11000,,,,,VFR,,,,,,,,,,,,METAR,991.0
KRZR 061515Z AUTO 20008KT 10SM CLR 15/06 A2982 RMK A01,KRZR,2017-05-06T15:15:00Z,35.22,-84.8,15.0,6.0,200,8,,10.0,29.819881,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,263.0
KRYV 061515Z AUTO 02011G17KT 10SM CLR 11/04 A2987 RMK AO2 T01060040,KRYV,2017-05-06T15:15:00Z,43.17,-88.72,10.6,4.0,20,11,17,10.0,29.870079,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,254.0
KRTS 061515Z AUTO 33007KT 10SM CLR 09/03 A2975 RMK AO2,KRTS,2017-05-06T15:15:00Z,39.67,-119.88,9.0,3.0,330,7,,10.0,29.749016,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1540.0
KRQO 061515Z AUTO 23010KT 10SM CLR 21/09 A3002 RMK AO2 T02110088,KRQO,2017-05-06T15:15:00Z,35.47,-98.0,21.1,8.8,230,10,,10.0,30.02067,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,432.0
KRNH 061515Z AUTO 06008KT 10SM CLR 14/03 A2999 RMK AO2 T01370030,KRNH,2017-05-06T15:15:00Z,45.15,-92.53,13.7,3.0,60,8,,10.0,29.991142,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,304.0
KRNC 061515Z AUTO 24009KT 10SM CLR 16/09 A2980 RMK,KRNC,2017-05-06T15:15:00Z,35.7,-85.85,16.0,9.0,240,9,,10.0,29.799213,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,315.0
KRMN 061515Z AUTO 26009G15KT 220V290 10SM SCT016 SCT050 OVC060 13/12 A2948 RMK AO2 T01300120,KRMN,2017-05-06T15:15:00Z,38.4,-77.45,13.0,12.0,260,9,15,10.0,29.480314,,,TRUE,TRUE,,,,,,,SCT,1600,SCT,5000,OVC,6000,,,VFR,,,,,,,,,,,,METAR,65.0
KRLD 061515Z AUTO 23005KT 10SM OVC110 12/01 A3002 RMK AO2 T01170014,KRLD,2017-05-06T15:15:00Z,46.3,-119.3,11.7,1.4,230,5,,10.0,30.02067,,,TRUE,TRUE,,,,,,,OVC,11000,,,,,,,VFR,,,,,,,,,,,,METAR,120.0
KRKR 061515Z AUTO 21007KT 10SM CLR 20/09 A3001 RMK AO2 T01950087,KRKR,2017-05-06T15:15:00Z,35.02,-94.62,19.5,8.7,210,7,,10.0,30.008858,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,138.0
KRFI 061515Z AUTO 24003KT 10SM CLR 22/10 A3005 RMK AO2 T02210098,KRFI,2017-05-06T15:15:00Z,32.15,-94.85,22.1,9.8,240,3,,10.0,30.050198,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,135.0
KREG 061515Z AUTO 18006KT 10SM CLR 22/11 A3003 RMK AO2 T02210107,KREG,2017-05-06T15:15:00Z,30.17,-90.93,22.1,10.7,180,6,,10.0,30.029528,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,4.0
KRCZ 061515Z AUTO 29011G19KT 10SM SCT037 SCT043 SCT060 15/07 A2963 RMK AO2 T01520072,KRCZ,2017-05-06T15:15:00Z,34.88,-79.77,15.2,7.2,290,11,19,10.0,29.630905,,,TRUE,TRUE,,,,,,,SCT,3700,SCT,4300,SCT,6000,,,VFR,,,,,,,,,,,,METAR,109.0
KRBW 061515Z AUTO 27012G18KT 10SM SCT038 17/07 A2976 RMK AO2,KRBW,2017-05-06T15:15:00Z,32.92,-80.63,17.0,7.0,270,12,18,10.0,29.760826,,,TRUE,TRUE,,,,,,,SCT,3800,,,,,,,VFR,,,,,,,,,,,,METAR,31.0
KRAS 061515Z AUTO 24004KT 10SM CLR 25/15 A3003 RMK AO2 T02450150,KRAS,2017-05-06T15:15:00Z,27.82,-97.08,24.5,15.0,240,4,,10.0,30.029528,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2.0
KPXE 061515Z AUTO 30007G14KT 10SM CLR 18/06 A2988 RMK AO2 T01760063,KPXE,2017-05-06T15:15:00Z,32.52,-83.77,17.6,6.3,300,7,14,10.0,29.878937,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,127.0
KPVW 061515Z AUTO 20010G17KT 10SM CLR 22/03 A3002 RMK AO2 T02170032,KPVW,2017-05-06T15:15:00Z,34.17,-101.72,21.7,3.2,200,10,17,10.0,30.02067,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1028.0
KPVE 061515Z AUTO 25012G17KT 10SM FEW110 19/09 A2981 RMK A01,KPVE,2017-05-06T15:15:00Z,35.65,-88.2,19.0,9.0,250,12,17,10.0,29.811024,,,TRUE,TRUE,,,,,,,FEW,11000,,,,,,,VFR,,,,,,,,,,,,METAR,149.0
KPTB 061515Z AUTO 27012G18KT 10SM BKN030 BKN037 OVC050 16/07 A2949 RMK AO2 T01550073 PWINO,KPTB,2017-05-06T15:15:00Z,37.17,-77.52,15.5,7.3,270,12,18,10.0,29.489174,,,TRUE,TRUE,,,,,TRUE,,BKN,3000,BKN,3700,OVC,5000,,,MVFR,,,,,,,,,,,,METAR,59.0
KPSK 061515Z AUTO 30012G21KT 10SM OVC032 09/00 A2961 RMK AO2 T00940003,KPSK,2017-05-06T15:15:00Z,37.12,-80.67,9.4,0.3,300,12,21,10.0,29.610237,,,TRUE,TRUE,,,,,,,OVC,3200,,,,,,,VFR,,,,,,,,,,,,METAR,642.0
KPRG 061515Z AUTO 01005KT 10SM BKN019 BKN025 OVC035 12/09 A2979 RMK AO2 T01150089,KPRG,2017-05-06T15:15:00Z,39.7,-87.67,11.5,8.9,10,5,,10.0,29.790354,,,TRUE,TRUE,,,,,,,BKN,1900,BKN,2500,OVC,3500,,,MVFR,,,,,,,,,,,,METAR,199.0
KPPQ 061515Z AUTO 03010G16KT 10SM CLR 15/09 A2984 RMK AO2 T01480087,KPPQ,2017-05-06T15:15:00Z,39.63,-90.78,14.8,8.7,30,10,16,10.0,29.840551,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,216.0
KPPA 061515Z AUTO 19014KT 10SM CLR 23/05 A3003 RMK AO2 T02330045,KPPA,2017-05-06T15:15:00Z,35.62,-101.0,23.3,4.5,190,14,,10.0,30.029528,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,989.0
KPOY 061515Z AUTO 15008KT 10SM CLR 18/02 A2982 RMK AO2,KPOY,2017-05-06T15:15:00Z,44.87,-108.8,18.0,2.0,150,8,,10.0,29.819881,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1552.0
KPNT 061515Z AUTO 02012G16KT 10SM CLR 13/06 A2984 RMK AO2 T01260055,KPNT,2017-05-06T15:15:00Z,40.92,-88.62,12.6,5.5,20,12,16,10.0,29.840551,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,201.0
KPNA 061515Z AUTO 00000KT 10SM CLR 13/00 A3001 RMK AO2,KPNA,2017-05-06T15:15:00Z,42.8,-109.8,13.0,0.0,0,0,,10.0,30.008858,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2160.0
KPMV 061515Z AUTO 06007KT 10SM CLR 21/01 A2995 RMK AO2 T02080014,KPMV,2017-05-06T15:15:00Z,40.95,-95.92,20.8,1.4,60,7,,10.0,29.949802,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,367.0
KPLU 061515Z AUTO 00000KT 10SM 07/06 A3015 RMK AO2,KPLU,2017-05-06T15:15:00Z,47.1,-122.28,7.0,6.0,0,0,,10.0,30.15059,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,164.0
KPEQ 061515Z AUTO 11006KT 10SM CLR 22/02 A2995 RMK AO2 T02230017,KPEQ,2017-05-06T15:15:00Z,31.38,-103.52,22.3,1.7,110,6,,10.0,29.949802,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,797.0
KPBX 061515Z AUTO 27011G15KT 10SM BKN026 BKN035 OVC046 10/05 A2971 RMK AO2 T00950051,KPBX,2017-05-06T15:15:00Z,37.57,-82.57,9.5,5.1,270,11,15,10.0,29.71063,,,TRUE,TRUE,,,,,,,BKN,2600,BKN,3500,OVC,4600,,,MVFR,,,,,,,,,,,,METAR,449.0
KOZA 061515Z 18014G24KT 10SM 23/02 A3005 RMK AO2,KOZA,2017-05-06T15:15:00Z,30.73,-101.2,23.0,2.0,180,14,24,10.0,30.050198,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,726.0
KOWI 061515Z AUTO 29013G20KT 10SM CLR 23/12 A2990 RMK AO2,KOWI,2017-05-06T15:15:00Z,38.53,-95.25,23.0,12.0,290,13,20,10.0,29.899607,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,292.0
KONM 061515Z AUTO 15010KT 10SM CLR 22/M04 A3002 RMK AO2 T02211040,KONM,2017-05-06T15:15:00Z,34.02,-106.9,22.1,-4.0,150,10,,10.0,30.02067,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1410.0
KOKM 061515Z AUTO 24007KT 10SM CLR 21/09 A3001 RMK AO2 T02120091,KOKM,2017-05-06T15:15:00Z,35.67,-95.95,21.2,9.1,240,7,,10.0,30.008858,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,220.0
KOCW 061515Z AUTO 24013KT 10SM OVC025 15/10 A2957 RMK AO2 T01460102,KOCW,2017-05-06T15:15:00Z,35.57,-77.05,14.6,10.2,240,13,,10.0,29.568897,,,TRUE,TRUE,,,,,,,OVC,2500,,,,,,,MVFR,,,,,,,,,,,,METAR,12.0
KO86 061515Z AUTO 01011G22KT 350V060 10SM OVC060 09/00 A2986 RMK AO1,KO86,2017-05-06T15:15:00Z,40.98,-122.7,9.0,0.0,10,11,22,10.0,29.861221,,,TRUE,TRUE,,,,,,,OVC,6000,,,,,,,VFR,,,,,,,,,,,,METAR,729.0
KL35 061515Z AUTO 21004KT 10SM CLR 10/M06 A2986 RMK AO2,KL35,2017-05-06T15:15:00Z,34.27,-116.85,10.0,-6.0,210,4,,10.0,29.861221,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2059.0
KJZP 061515Z AUTO 30010G17KT 10SM CLR 11/03 A2986 RMK AO2 T01120025,KJZP,2017-05-06T15:15:00Z,34.45,-84.47,11.2,2.5,300,10,17,10.0,29.861221,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,468.0
KJYR 061515Z AUTO 07007KT 10SM CLR 21/08 A2996 RMK AO2 TSNO,KJYR,2017-05-06T15:15:00Z,40.9,-97.62,21.0,8.0,70,7,,10.0,29.958662,,,TRUE,TRUE,,,TRUE,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,509.0
KJYO 061515Z AUTO 29010KT 10SM BKN035 OVC065 13/10 A2943 RMK AO2,KJYO,2017-05-06T15:15:00Z,39.07,-77.57,13.0,10.0,290,10,,10.0,29.430119,,,TRUE,TRUE,,,,,,,BKN,3500,OVC,6500,,,,,VFR,,,,,,,,,,,,METAR,119.0
KJYL 061515Z AUTO 31015G19KT 10SM CLR A2980 RMK AO2,KJYL,2017-05-06T15:15:00Z,32.65,-81.6,,,310,15,19,10.0,29.799213,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,57.0
KJXI 061515Z AUTO 23004KT 10SM CLR 21/07 A3003 RMK AO2 T02110069,KJXI,2017-05-06T15:15:00Z,32.7,-94.95,21.1,6.9,230,4,,10.0,30.029528,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,127.0
KJTC 061515Z AUTO 13006KT 10SM CLR 20/M01 A3009 RMK AO2,KJTC,2017-05-06T15:15:00Z,34.13,-109.32,20.0,-1.0,130,6,,10.0,30.088583,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2150.0
KJNX 061515Z AUTO 24004KT 10SM -DZ SCT025 SCT039 OVC050 15/10 A2958 RMK AO2,KJNX,2017-05-06T15:15:00Z,35.53,-78.38,15.0,10.0,240,4,,10.0,29.58071,,,TRUE,TRUE,,,,,,-DZ,SCT,2500,SCT,3900,OVC,5000,,,VFR,,,,,,,,,,,,METAR,50.0
KJGG 061515Z AUTO 24006G16KT 10SM SCT026 BKN036 OVC043 17/11 A2949 RMK AO1,KJGG,2017-05-06T15:15:00Z,37.23,-76.72,17.0,11.0,240,6,16,10.0,29.489174,,,TRUE,TRUE,,,,,,,SCT,2600,BKN,3600,OVC,4300,,,VFR,,,,,,,,,,,,METAR,15.0
KJFZ 061515Z AUTO 30012G16KT 270V330 10SM OVC017 07/03 A2968 RMK AO2 T00660033,KJFZ,2017-05-06T15:15:00Z,37.07,-81.8,6.6,3.3,300,12,16,10.0,29.681103,,,TRUE,TRUE,,,,,,,OVC,1700,,,,,,,MVFR,,,,,,,,,,,,METAR,809.0
KJCA 061515Z AUTO 29009G19KT 10SM CLR 15/07 A2979 RMK AO2,KJCA,2017-05-06T15:15:00Z,34.18,-83.57,15.0,7.0,290,9,19,10.0,29.790354,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,290.0
KJAU 061515Z AUTO VRB04KT 6SM HZ FEW046 08/06 A2984 RMK A01,KJAU,2017-05-06T15:15:00Z,36.33,-84.17,8.0,6.0,0,4,,6.0,29.840551,,,TRUE,TRUE,,,,,,HZ,FEW,4600,,,,,,,VFR,,,,,,,,,,,,METAR,360.0
KJAS 061515Z AUTO 00000KT 10SM CLR 22/12 A3005 RMK AO2 T02240122,KJAS,2017-05-06T15:15:00Z,30.88,-94.03,22.4,12.2,0,0,,10.0,30.050198,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,65.0
KIOB 061515Z AUTO 29005KT 10SM -RA SCT020 BKN038 OVC043 08/05 A2975 RMK AO2,KIOB,2017-05-06T15:15:00Z,38.05,-83.98,8.0,5.0,290,5,,10.0,29.749016,,,TRUE,TRUE,,,,,,-RA,SCT,2000,BKN,3800,OVC,4300,,,VFR,,,,,,,,,,,,METAR,311.0
KINF 061515Z AUTO 29007KT 200V320 7SM CLR 22/09 A2995 RMK AO2,KINF,2017-05-06T15:15:00Z,28.8,-82.32,22.0,9.0,290,7,,7.0,29.949802,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,15.0
KIMM 061515Z AUTO 33009G15KT 300V010 10SM CLR 23/11 A2996 RMK AO2,KIMM,2017-05-06T15:15:00Z,26.43,-81.4,23.0,11.0,330,9,15,10.0,29.958662,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,12.0
KIKT 061515Z AUTO VRB05G10KT 10SM CLR 25/04 A3004 RMK A01,KIKT,2017-05-06T15:15:00Z,28.52,-88.28,25.0,4.0,0,5,10,10.0,30.041338,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,25.0
KIJX 061515Z AUTO 08010KT 10SM SCT027 15/09 A2983 RMK AO2 T01460085,KIJX,2017-05-06T15:15:00Z,39.77,-90.25,14.6,8.5,80,10,,10.0,29.828741,,,TRUE,TRUE,,,,,,,SCT,2700,,,,,,,VFR,,,,,,,,,,,,METAR,190.0
KIFP 061515Z 17021G26KT 10SM CLR 30/00 A2959 RMK AO2,KIFP,2017-05-06T15:15:00Z,35.15,-114.57,30.0,0.0,170,21,26,10.0,29.589567,,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,212.0
KI63 061515Z AUTO 08008G14KT 10SM CLR 14/08 A2985 RMK AO2 T01400081,KI63,2017-05-06T15:15:00Z,39.98,-90.8,14.0,8.1,80,8,14,10.0,29.84941,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,223.0
KI35 061515Z AUTO 23005KT 10SM OVC027 09/04 A2976 RMK AO1,KI35,2017-05-06T15:15:00Z,36.87,-83.37,9.0,4.0,230,5,,10.0,29.760826,,,TRUE,TRUE,,,,,,,OVC,2700,,,,,,,MVFR,,,,,,,,,,,,METAR,473.0
KI16 061515Z AUTO 10SM BKN022 OVC029 09/05 A2970 RMK AO2 T00890048,KI16,2017-05-06T15:15:00Z,37.6,-81.57,8.9,4.8,,,,10.0,29.698818,,,TRUE,TRUE,,,,,,,BKN,2200,OVC,2900,,,,,MVFR,,,,,,,,,,,,METAR,544.0
KHZD 061515Z AUTO 25012G17KT 10SM CLR 21/10 A2978 RMK A01,KHZD,2017-05-06T15:15:00Z,36.08,-88.47,21.0,10.0,250,12,17,10.0,29.778543,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,151.0
KHTH 061515Z AUTO 33012KT 10SM CLR 15/00 A2969 RMK A01,KHTH,2017-05-06T15:15:00Z,,,15.0,0.0,330,12,,10.0,29.68996,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,
KHSD 061515Z AUTO 22013KT 10SM CLR 22/08 A3000 RMK A01,KHSD,2017-05-06T15:15:00Z,35.6,-97.72,22.0,8.0,220,13,,10.0,30.0,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,364.0
KHRJ 061515Z AUTO 24006KT 10SM SCT021 BKN036 OVC060 15/11 A2959 RMK AO2 T01500105,KHRJ,2017-05-06T15:15:00Z,35.38,-78.73,15.0,10.5,240,6,,10.0,29.589567,,,TRUE,TRUE,,,,,,,SCT,2100,BKN,3600,OVC,6000,,,VFR,,,,,,,,,,,,METAR,60.0
KHQI 061515Z AUTO 00000KT 10SM OVC026 25/10 A3004 RMK A01,KHQI,2017-05-06T15:15:00Z,27.93,-93.67,25.0,10.0,0,0,,10.0,30.041338,,,TRUE,TRUE,,,,,,,OVC,2600,,,,,,,MVFR,,,,,,,,,,,,METAR,26.0
KHNZ 061515Z AUTO 28008G15KT 250V320 10SM SCT037 BKN043 OVC050 13/05 A2954 RMK AO2 T01280048,KHNZ,2017-05-06T15:15:00Z,36.37,-78.53,12.8,4.8,280,8,15,10.0,29.53937,,,TRUE,TRUE,,,,,,,SCT,3700,BKN,4300,OVC,5000,,,VFR,,,,,,,,,,,,METAR,161.0
KHMP 061515Z AUTO 33010G14KT 280V360 10SM CLR 16/08 A2987 RMK AO2 T01610081,KHMP,2017-05-06T15:15:00Z,33.38,-84.33,16.1,8.1,330,10,14,10.0,29.870079,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,269.0
KHLX 061515Z AUTO 31018G36KT 280V340 10SM BKN033 08/02 A2958 RMK AO2 T00840016,KHLX,2017-05-06T15:15:00Z,36.77,-80.82,8.4,1.6,310,18,36,10.0,29.58071,,,TRUE,TRUE,,,,,,,BKN,3300,,,,,,,VFR,,,,,,,,,,,,METAR,834.0
KHLB 061515Z AUTO VRB04G12KT 10SM SCT085 11/05 A2971 RMK A01,KHLB,2017-05-06T15:15:00Z,,,11.0,5.0,0,4,12,10.0,29.71063,,,TRUE,TRUE,,,,,,,SCT,8500,,,,,,,VFR,,,,,,,,,,,,METAR,
KHJH 061515Z AUTO 03007KT 10SM CLR 23/07 A2994 RMK AO2 T02310074,KHJH,2017-05-06T15:15:00Z,40.15,-97.58,23.1,7.4,30,7,,10.0,29.940945,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,447.0
KHHG 061515Z AUTO 31008KT 10SM SCT027 12/05 A2970 RMK AO2 T01200053,KHHG,2017-05-06T15:15:00Z,40.85,-85.45,12.0,5.3,310,8,,10.0,29.698818,,,TRUE,TRUE,,,,,,,SCT,2700,,,,,,,VFR,,,,,,,,,,,,METAR,246.0
KHDE 061515Z AUTO 00000KT 10SM CLR 23/06 A2995 RMK AO2 T02340060,KHDE,2017-05-06T15:15:00Z,40.45,-99.32,23.4,6.0,0,0,,10.0,29.949802,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,705.0
KEBG 061515Z AUTO 15008KT 10SM CLR 28/15 A3003 RMK AO2 T02800147,KEBG,2017-05-06T15:15:00Z,26.45,-98.13,28.0,14.7,150,8,,10.0,30.029528,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,24.0
KEBA 061515Z AUTO 29012G19KT 260V320 10SM CLR 17/07 A2979 RMK AO2 T01680069,KEBA,2017-05-06T15:15:00Z,34.1,-82.82,16.8,6.9,290,12,19,10.0,29.790354,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,184.0
KEAN 061515Z AUTO 10005KT 10SM CLR 18/06 A2991 RMK AO2 T01770064,KEAN,2017-05-06T15:15:00Z,42.05,-104.93,17.7,6.4,100,5,,10.0,29.911417,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1456.0
KE38 061515Z AUTO 21005KT 10SM CLR 25/M01 A3011 RMK AO2 T02541013,KE38,2017-05-06T15:15:00Z,30.38,-103.68,25.4,-1.3,210,5,,10.0,30.109253,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1376.0
KDWX 061515Z AUTO 13005KT 10SM A3002 RMK AO2,KDWX,2017-05-06T15:15:00Z,41.03,-107.5,,,130,5,,10.0,30.02067,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1996.0
KDVO 061515Z AUTO 31012G19KT 10SM OVC075 13/04 A2981 RMK AO2,KDVO,2017-05-06T15:15:00Z,38.15,-122.55,13.0,4.0,310,12,19,10.0,29.811024,,,TRUE,TRUE,,,,,,,OVC,7500,,,,,,,VFR,,,,,,,,,,,,METAR,1.0
KDUB 061515Z AUTO 31006KT 10SM SCT110 12/00 A2999 RMK AO2,KDUB,2017-05-06T15:15:00Z,43.55,-109.68,12.0,0.0,310,6,,10.0,29.991142,,,TRUE,TRUE,,,,,,,SCT,11000,,,,,,,VFR,,,,,,,,,,,,METAR,2224.0
KDTA 061515Z AUTO 00000KT 10SM CLR 19/00 A2979 RMK AO1,KDTA,2017-05-06T15:15:00Z,39.38,-112.5,19.0,0.0,0,0,,10.0,29.790354,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1402.0
